time,node0,node1,node2,node3
4901,0.046276,0.060111,0.043758,0.044134
4905,0.046154,0.059387,0.043613,0.043612
4909,0.045951,0.059614,0.043924,0.043378
4913,0.045207,0.059869,0.043743,0.044502
4917,0.045555,0.059566,0.043552,0.043712
4921,0.04538,0.059573,0.044113,0.043777
4925,0.045685,0.060194,0.043421,0.043507
4929,0.046203,0.059428,0.042803,0.043628
4933,0.045757,0.059847,0.044183,0.044181
4937,0.045986,0.059959,0.043703,0.043468
4941,0.045819,0.059694,0.042805,0.043416
4945,0.048058,0.060341,0.043554,0.04349
4949,0.045809,0.059609,0.043012,0.043732
4953,0.046453,0.059285,0.04284,0.044125
4957,0.045811,0.059657,0.042771,0.04297
4961,0.045558,0.059671,0.043321,0.043517
4965,0.052262,0.053493,0.044022,0.043918
4969,0.051721,0.053337,0.043034,0.043253
4973,0.054683,0.057527,0.045184,0.04698
4977,0.051787,0.053988,0.044391,0.04485
4981,0.051867,0.053438,0.043606,0.044438
4985,0.051715,0.053605,0.043448,0.043678
4989,0.052036,0.054049,0.043195,0.043812
4993,0.052047,0.053875,0.044369,0.043867
4997,0.051864,0.054008,0.04325,0.042943
5001,0.052305,0.053395,0.042675,0.04419
5005,0.046111,0.059937,0.043099,0.043958
5009,0.045798,0.060145,0.043739,0.04291
5013,0.045495,0.060018,0.042974,0.044233
5017,0.045654,0.059513,0.043972,0.043362
5021,0.045715,0.059019,0.044269,0.043544
5025,0.046093,0.059914,0.043297,0.043791
5029,0.045946,0.058844,0.043806,0.043635
5033,0.045611,0.059488,0.042829,0.043674
5037,0.051496,0.043317,0.044591,0.051494
5041,0.051363,0.043498,0.04505,0.051656
5045,0.045606,0.05888,0.042371,0.044286
5049,0.051013,0.042808,0.045114,0.051606
5053,0.051386,0.043181,0.045646,0.052067
5057,0.050328,0.042683,0.045397,0.0522
5061,0.050378,0.042527,0.045221,0.05228
5065,0.05056,0.044106,0.046576,0.054417
5069,0.050723,0.043193,0.043953,0.0529
5073,0.051126,0.05305,0.043413,0.044361
5077,0.051217,0.043238,0.043931,0.052801
5081,0.051047,0.053634,0.044106,0.042559
5085,0.050677,0.052985,0.045903,0.043358
5089,0.051451,0.053645,0.043309,0.044012
5093,0.050562,0.052837,0.043886,0.043504
5097,0.051027,0.055299,0.043609,0.044045
5101,0.055178,0.053776,0.044184,0.044471
5105,0.051186,0.053534,0.043009,0.043508
5109,0.050832,0.053597,0.042748,0.043274
5113,0.050883,0.053574,0.042827,0.043253
5117,0.051293,0.054018,0.043089,0.04369
5121,0.051463,0.053649,0.043307,0.043466
5125,0.050392,0.054171,0.042281,0.043673
5129,0.050857,0.053792,0.042621,0.043841
5133,0.05091,0.053853,0.042588,0.043572
5137,0.051136,0.053567,0.043305,0.043386
5141,0.050786,0.053414,0.043413,0.043239
5145,0.052269,0.053605,0.043866,0.043682
5149,0.051035,0.054365,0.043972,0.043736
5153,0.051438,0.054548,0.043224,0.044378
5157,0.051519,0.054684,0.044579,0.043897
5161,0.05139,0.054191,0.043256,0.043493
5165,0.052015,0.05338,0.043807,0.043285
5169,0.054977,0.055344,0.043498,0.042851
5173,0.044904,0.059454,0.043486,0.04391
5177,0.045598,0.059838,0.044012,0.043071
5181,0.045359,0.060145,0.043689,0.042865
5185,0.046016,0.060488,0.041854,0.043851
5189,0.04545,0.060105,0.042804,0.043726
5193,0.045945,0.060001,0.042833,0.043551
5197,0.045025,0.06134,0.042528,0.04349
5201,0.045193,0.061079,0.043789,0.043551
5205,0.045611,0.06047,0.042726,0.043176
5209,0.044957,0.061317,0.042468,0.043832
5213,0.045538,0.061393,0.04222,0.043448
5217,0.045593,0.060688,0.04238,0.043768
5221,0.052407,0.053893,0.042874,0.043072
5225,0.051916,0.054284,0.042174,0.043183
5229,0.052669,0.054323,0.042631,0.044332
5233,0.052168,0.053773,0.042263,0.043925
5237,0.052,0.054493,0.042634,0.044658
5241,0.051222,0.052793,0.043314,0.043733
5245,0.052313,0.053407,0.042994,0.043086
5249,0.051273,0.053534,0.043008,0.043499
5253,0.052844,0.05293,0.044112,0.043587
5257,0.051046,0.052913,0.043276,0.043291
5261,0.051716,0.053356,0.043281,0.042983
5265,0.051595,0.053247,0.042945,0.043652
5269,0.05207,0.052376,0.042803,0.042923
5273,0.050928,0.052405,0.042694,0.042647
5277,0.050964,0.053605,0.042357,0.043511
5281,0.05176,0.053169,0.042988,0.0433
5285,0.051544,0.05292,0.04234,0.044189
5289,0.051686,0.053152,0.042023,0.043913
5293,0.052032,0.053817,0.041634,0.043861
5297,0.052227,0.053424,0.041644,0.043358
5301,0.051048,0.053256,0.041648,0.043728
5305,0.052079,0.053328,0.043218,0.042867
5309,0.051639,0.053613,0.041558,0.043802
5313,0.051236,0.053448,0.042209,0.043428
5317,0.05121,0.052807,0.042412,0.043834
5321,0.050804,0.052579,0.042753,0.044415
5325,0.052166,0.052561,0.042648,0.043659
5329,0.050531,0.052378,0.042424,0.043391
5333,0.051102,0.05214,0.042405,0.043783
5337,0.050695,0.053307,0.042554,0.042906
5341,0.049459,0.052998,0.042211,0.043931
5345,0.050392,0.053544,0.043168,0.043941
5349,0.050678,0.053324,0.041807,0.043348
5353,0.049999,0.053353,0.043046,0.043126
5357,0.049965,0.053273,0.042446,0.043188
5361,0.050193,0.053483,0.042508,0.044229
5365,0.050917,0.052526,0.042521,0.042763
5369,0.051107,0.053381,0.043796,0.043395
5373,0.050486,0.053447,0.042629,0.042822
5377,0.050106,0.053415,0.042541,0.042503
5381,0.051512,0.053467,0.041792,0.042612
5385,0.051083,0.053478,0.041873,0.042537
5389,0.050242,0.05321,0.041884,0.043066
5393,0.050207,0.052943,0.042941,0.042832
5397,0.049956,0.053495,0.041736,0.043083
5401,0.049855,0.052977,0.042435,0.043107
5405,0.050807,0.05323,0.042331,0.042276
5409,0.050356,0.053006,0.042169,0.042507
5413,0.050131,0.053748,0.042357,0.042389
5417,0.050725,0.053097,0.043103,0.042309
5421,0.050609,0.052995,0.042357,0.042212
5425,0.050988,0.05368,0.04323,0.043669
5429,0.050977,0.053584,0.042272,0.04183
5433,0.050108,0.053714,0.042606,0.042988
5437,0.050675,0.053319,0.04172,0.042537
5441,0.05119,0.053176,0.042098,0.042586
5445,0.05102,0.052098,0.042048,0.04266
5449,0.051285,0.052047,0.042248,0.042626
5453,0.044198,0.060333,0.042399,0.043112
5457,0.047506,0.06531,0.041364,0.043126
5461,0.04379,0.059667,0.042475,0.042911
5465,0.043522,0.05949,0.042817,0.042863
5469,0.043803,0.060245,0.043309,0.042489
5473,0.043755,0.060555,0.042402,0.042541
5477,0.043368,0.059673,0.04285,0.042515
5481,0.043422,0.059885,0.042924,0.042469
5485,0.043109,0.060908,0.042731,0.04259
5489,0.043402,0.060562,0.042056,0.043237
5493,0.051521,0.05213,0.04254,0.043169
5497,0.051488,0.052384,0.042504,0.043523
5501,0.050594,0.053067,0.04249,0.04297
5505,0.050751,0.052851,0.042025,0.042552
5509,0.0503,0.053249,0.042218,0.042809
5513,0.050211,0.052504,0.043172,0.043681
5517,0.050429,0.05236,0.04152,0.042978
5521,0.050539,0.053167,0.044733,0.04257
5525,0.050379,0.053496,0.042701,0.042637
5529,0.050535,0.052887,0.043376,0.041734
5533,0.051286,0.053018,0.042371,0.042834
5537,0.050646,0.052312,0.043113,0.043528
5541,0.050713,0.052287,0.043216,0.042411
5545,0.051442,0.05269,0.04376,0.041942
5549,0.051318,0.052479,0.042421,0.042457
5553,0.051075,0.052471,0.042732,0.042478
5557,0.051737,0.052383,0.042517,0.042861
5561,0.050803,0.05164,0.042987,0.043782
5565,0.051628,0.051554,0.042322,0.043496
5569,0.051545,0.052368,0.04291,0.043475
5573,0.051656,0.052746,0.042683,0.043943
5577,0.051417,0.052595,0.042898,0.043098
5581,0.053432,0.052806,0.042496,0.042624
5585,0.052547,0.052049,0.041988,0.044182
5589,0.051652,0.051779,0.041965,0.043381
5593,0.049872,0.052452,0.042065,0.043564
5597,0.050141,0.052753,0.042092,0.044166
5601,0.051019,0.052662,0.041315,0.043561
5605,0.050737,0.052234,0.043504,0.043468
5609,0.050495,0.053635,0.042205,0.043128
5613,0.05087,0.053915,0.042847,0.042675
5617,0.05033,0.053948,0.042866,0.04275
5621,0.050509,0.053879,0.042689,0.042388
5625,0.050775,0.053661,0.042708,0.042837
5629,0.050779,0.054138,0.042021,0.042871
5633,0.050449,0.053122,0.042215,0.042318
5637,0.050951,0.052965,0.04302,0.043059
5641,0.050851,0.0568,0.043561,0.042299
5645,0.050658,0.052849,0.042926,0.04236
5649,0.050965,0.053448,0.042914,0.042756
5653,0.050907,0.053149,0.041577,0.042191
5657,0.050424,0.053223,0.04228,0.042293
5661,0.050793,0.053779,0.042483,0.043355
5665,0.0505,0.053049,0.042289,0.042833
5669,0.050307,0.05275,0.043088,0.042745
5673,0.050393,0.052825,0.042389,0.043357
5677,0.050647,0.052402,0.041146,0.042709
5681,0.051251,0.052546,0.042003,0.041843
5685,0.050994,0.052494,0.041752,0.041685
5689,0.051056,0.052923,0.041267,0.042354
5693,0.051057,0.053005,0.042009,0.042144
5697,0.051608,0.053099,0.041744,0.042079
5701,0.051769,0.052924,0.042232,0.041499
5705,0.051701,0.052201,0.042239,0.043169
5709,0.051697,0.052738,0.042057,0.043245
5713,0.044926,0.058803,0.041578,0.043059
5717,0.044786,0.058919,0.041576,0.042739
5721,0.044557,0.0594,0.041583,0.043062
5725,0.044485,0.059126,0.041219,0.043067
5729,0.044341,0.058957,0.041955,0.042665
5733,0.04495,0.058754,0.041585,0.042542
5737,0.044577,0.058899,0.041865,0.042123
5741,0.044701,0.059583,0.041952,0.042485
5745,0.044916,0.059557,0.042543,0.041958
5749,0.044696,0.058407,0.042636,0.042235
5753,0.044682,0.058862,0.041767,0.042016
5757,0.04583,0.060876,0.041607,0.042527
5761,0.044362,0.059245,0.042112,0.043034
5765,0.043839,0.060792,0.042554,0.04197
5769,0.044525,0.059971,0.043807,0.042976
5773,0.053772,0.053137,0.042494,0.043423
5777,0.044621,0.059169,0.042425,0.043245
5781,0.050902,0.053669,0.042382,0.042806
5785,0.051036,0.052985,0.042343,0.042425
5789,0.050412,0.052733,0.042577,0.042581
5793,0.050101,0.052452,0.042126,0.0429
5797,0.050411,0.053067,0.042398,0.041831
5801,0.050318,0.054462,0.042298,0.042779
5805,0.050322,0.052323,0.042813,0.0425
5809,0.050553,0.053103,0.041945,0.041983
5813,0.051098,0.053192,0.042182,0.04203
5817,0.044356,0.059877,0.042094,0.042442
5821,0.044473,0.059761,0.042682,0.042886
5825,0.044629,0.058538,0.041899,0.043266
5829,0.044432,0.058639,0.041824,0.042856
5833,0.051584,0.052689,0.040712,0.043337
5837,0.043661,0.058965,0.042576,0.043012
5841,0.043409,0.059275,0.041959,0.043046
5845,0.044449,0.059766,0.040602,0.042658
5849,0.043626,0.059397,0.04241,0.04313
5853,0.043326,0.060072,0.042259,0.042613
5857,0.044041,0.060549,0.041913,0.043136
5861,0.051315,0.042464,0.042445,0.052145
5865,0.051223,0.041541,0.043023,0.05227
5869,0.051166,0.042552,0.043393,0.051179
5873,0.050694,0.042279,0.0436,0.052449
5877,0.051042,0.042119,0.043524,0.051792
5881,0.051404,0.043339,0.043383,0.051901
5885,0.051424,0.042318,0.043,0.051752
5889,0.050348,0.042666,0.042524,0.052446
5893,0.051154,0.042413,0.042407,0.052364
5897,0.05074,0.043985,0.041775,0.052342
5901,0.044029,0.060825,0.042073,0.042576
5905,0.044341,0.060634,0.042217,0.041922
5909,0.043831,0.060067,0.042351,0.042033
5913,0.043324,0.06029,0.04162,0.04203
5917,0.043409,0.059466,0.042857,0.04199
5921,0.043658,0.059511,0.042431,0.042212
5925,0.050477,0.043551,0.041633,0.051791
5929,0.050838,0.044215,0.04237,0.051051
5933,0.043813,0.059167,0.042965,0.041997
5937,0.044017,0.058627,0.042273,0.042413
5941,0.043972,0.058014,0.042337,0.042789
5945,0.043688,0.059263,0.042059,0.042595
5949,0.050316,0.053149,0.041582,0.042682
5953,0.043817,0.059835,0.042078,0.042395
5957,0.043965,0.059535,0.041782,0.042895
5961,0.044253,0.059862,0.041422,0.042696
5965,0.047075,0.06267,0.043908,0.04521
5969,0.045609,0.061166,0.043938,0.045855
5973,0.044016,0.059098,0.042102,0.042681
5977,0.043878,0.05944,0.041375,0.042104
5981,0.043822,0.059495,0.04191,0.04257
5985,0.043812,0.059945,0.042445,0.041844
5989,0.043323,0.06072,0.042385,0.041699
5993,0.043726,0.060097,0.042387,0.042388
5997,0.04415,0.059114,0.04203,0.042099
6001,0.043852,0.058894,0.042158,0.041898
6005,0.044568,0.059844,0.042926,0.041428
6009,0.043734,0.060224,0.042329,0.041103
6013,0.043486,0.059727,0.042438,0.041633
6017,0.04328,0.05988,0.042343,0.041686
6021,0.044264,0.058978,0.042704,0.041785
6025,0.043443,0.060571,0.043233,0.042572
6029,0.043728,0.060453,0.043315,0.042769
6033,0.043821,0.060106,0.043588,0.042469
6037,0.043891,0.06015,0.043043,0.043159
6041,0.044144,0.058977,0.04297,0.043163
6045,0.044876,0.059061,0.043016,0.043838
6049,0.043871,0.05978,0.042651,0.044352
6053,0.045077,0.058593,0.042779,0.043651
6057,0.051005,0.052676,0.043717,0.043376
6061,0.051783,0.053675,0.043619,0.043461
6065,0.052148,0.045129,0.042436,0.052355
6069,0.053945,0.055368,0.04243,0.043411
6073,0.051596,0.052727,0.043088,0.0433
6077,0.044705,0.060107,0.042763,0.043539
6081,0.044471,0.059697,0.043138,0.044535
6085,0.051284,0.053639,0.042353,0.043789
6089,0.045175,0.059829,0.043299,0.043515
6093,0.045284,0.059396,0.043453,0.043315
6097,0.045737,0.060513,0.043071,0.043148
6101,0.047473,0.063521,0.045154,0.04692
6105,0.045599,0.059514,0.042424,0.043965
6109,0.052023,0.053412,0.041884,0.043857
6113,0.044419,0.060036,0.042868,0.043838
6117,0.044947,0.059253,0.043224,0.04429
6121,0.046144,0.060505,0.043079,0.042767
6125,0.045758,0.060506,0.043351,0.044426
6129,0.045,0.06007,0.042779,0.04345
6133,0.045199,0.060486,0.042602,0.044144
6137,0.052443,0.043717,0.042847,0.052983
6141,0.051331,0.043421,0.044152,0.052452
6145,0.051677,0.043439,0.044132,0.052796
6149,0.052391,0.043933,0.043573,0.052967
6153,0.051585,0.043887,0.043343,0.053378
6157,0.05137,0.0445,0.043019,0.054029
6161,0.051366,0.044432,0.04356,0.055152
6165,0.051383,0.043244,0.043314,0.053891
6169,0.051441,0.043587,0.043731,0.053583
6173,0.051481,0.044783,0.042731,0.053759
6177,0.045728,0.061772,0.044087,0.043889
6181,0.045804,0.061196,0.043914,0.044308
6185,0.045508,0.060739,0.043876,0.043737
6189,0.045056,0.060562,0.044649,0.043785
6193,0.045662,0.060979,0.043906,0.042625
6197,0.05174,0.044988,0.043115,0.052529
6201,0.0449,0.060073,0.043756,0.04316
6205,0.045549,0.059786,0.043438,0.04275
6209,0.045145,0.059675,0.043082,0.04288
6213,0.045381,0.059323,0.044423,0.044383
6217,0.045278,0.059637,0.04303,0.044539
6221,0.046015,0.05927,0.04383,0.044173
6225,0.052126,0.045679,0.043321,0.051986
6229,0.046058,0.062465,0.044935,0.046141
6233,0.051184,0.045486,0.042711,0.052227
6237,0.045795,0.059494,0.043535,0.04357
6241,0.045603,0.059456,0.042829,0.044149
6245,0.045249,0.059957,0.043516,0.043467
6249,0.04499,0.059624,0.043286,0.043405
6253,0.044885,0.059443,0.042599,0.043943
6257,0.045031,0.059284,0.043839,0.044023
6261,0.045332,0.059802,0.043241,0.043787
6265,0.045584,0.061175,0.042458,0.043934
6269,0.045366,0.060837,0.043212,0.043972
6273,0.045614,0.060467,0.043499,0.044084
6277,0.0457,0.06188,0.043673,0.043216
6281,0.045273,0.061931,0.043378,0.04273
6285,0.044966,0.062028,0.042538,0.043386
6289,0.044682,0.062789,0.044989,0.043359
6293,0.044261,0.062016,0.043257,0.043951
6297,0.045364,0.060153,0.04321,0.04365
6301,0.045079,0.060925,0.043391,0.043804
6305,0.045617,0.060689,0.043743,0.043295
6309,0.045804,0.062015,0.042988,0.043557
6313,0.04504,0.061043,0.042435,0.043653
6317,0.044111,0.060915,0.043271,0.0439
6321,0.044464,0.06152,0.043503,0.043454
6325,0.045435,0.060371,0.042543,0.044195
6329,0.044659,0.060776,0.042513,0.043538
6333,0.04492,0.060772,0.042657,0.043765
6337,0.044707,0.060547,0.042187,0.043954
6341,0.044324,0.060855,0.043191,0.043966
6345,0.044612,0.061195,0.043399,0.043442
6349,0.045149,0.061337,0.043606,0.043304
6353,0.045682,0.061119,0.044184,0.042863
6357,0.044623,0.060975,0.04267,0.043439
6361,0.048512,0.063815,0.045408,0.04664
6365,0.0452,0.060853,0.04362,0.04385
6369,0.043939,0.061255,0.043715,0.043971
6373,0.04392,0.061193,0.043326,0.043454
6377,0.043562,0.061507,0.043626,0.043439
6381,0.043643,0.061133,0.042953,0.04437
6385,0.04376,0.060314,0.042813,0.043465
6389,0.043454,0.060969,0.042682,0.043703
6393,0.044104,0.061074,0.042608,0.043659
6397,0.044396,0.062208,0.042164,0.043593
6401,0.044036,0.062825,0.042537,0.043887
6405,0.044057,0.062473,0.042255,0.04335
6409,0.044156,0.062186,0.042124,0.04398
6413,0.043727,0.061825,0.041993,0.043404
6417,0.04435,0.062158,0.04156,0.043615
6421,0.043645,0.061846,0.04234,0.043411
6425,0.043548,0.062287,0.042932,0.043361
6429,0.043573,0.062734,0.043047,0.043175
6433,0.044477,0.061594,0.042733,0.042688
6437,0.044633,0.061954,0.042633,0.042637
6441,0.044374,0.062485,0.043146,0.043864
6445,0.044155,0.062318,0.043403,0.042144
6449,0.044041,0.063679,0.043368,0.042108
6453,0.043182,0.062735,0.044628,0.042358
6457,0.04396,0.062433,0.043141,0.041955
6461,0.044052,0.062224,0.042803,0.042922
6465,0.044718,0.061627,0.042699,0.042119
6469,0.043831,0.061847,0.043556,0.041527
6473,0.043887,0.061612,0.043209,0.042291
6477,0.043967,0.062192,0.043259,0.041882
6481,0.043938,0.061787,0.043122,0.042287
6485,0.044175,0.061881,0.043404,0.042012
6489,0.044342,0.062185,0.043258,0.041644
6493,0.043754,0.062494,0.043114,0.042921
6497,0.043547,0.061819,0.042945,0.042944
6501,0.043522,0.06143,0.042936,0.042896
6505,0.043564,0.061369,0.042748,0.042519
6509,0.043271,0.061931,0.042754,0.04264
6513,0.043167,0.063233,0.042239,0.042701
6517,0.042604,0.062682,0.042811,0.042837
6521,0.042692,0.062939,0.042403,0.043532
6525,0.043125,0.062756,0.043308,0.042521
6529,0.043288,0.061903,0.042956,0.042232
6533,0.043733,0.061662,0.042893,0.042338
6537,0.044786,0.062732,0.042567,0.042758
6541,0.044994,0.061633,0.042772,0.041795
6545,0.044679,0.066455,0.041982,0.042327
6549,0.044705,0.062087,0.041747,0.042546
6553,0.044318,0.061582,0.042877,0.042301
6557,0.045281,0.062644,0.041749,0.042231
6561,0.044434,0.062734,0.041897,0.042295
6565,0.045232,0.062353,0.041079,0.042001
6569,0.044792,0.06258,0.04161,0.041956
6573,0.045206,0.064095,0.041973,0.042294
6577,0.045129,0.062532,0.042253,0.041281
6581,0.044694,0.062648,0.041623,0.040946
6585,0.04464,0.062198,0.041024,0.04179
6589,0.044788,0.062482,0.041637,0.041435
6593,0.044388,0.061969,0.042149,0.04158
6597,0.044092,0.062351,0.042343,0.041898
6601,0.044229,0.061059,0.042412,0.041952
6605,0.044508,0.061714,0.0406,0.042288
6609,0.04422,0.06152,0.041582,0.0416
6613,0.044542,0.061118,0.042616,0.041477
6617,0.045264,0.061102,0.040741,0.041843
6621,0.044497,0.061635,0.041165,0.041656
6625,0.043949,0.062205,0.041722,0.041399
6629,0.047101,0.063892,0.042031,0.042106
6633,0.044886,0.062257,0.041682,0.041567
6637,0.044994,0.063279,0.041511,0.042143
6641,0.045189,0.062381,0.041487,0.042155
6645,0.044808,0.062849,0.041263,0.041954
6649,0.044959,0.062476,0.040864,0.042181
6653,0.044829,0.062279,0.040934,0.042453
6657,0.044726,0.062116,0.041023,0.042772
6661,0.045109,0.063315,0.041409,0.042008
6665,0.0449,0.063303,0.041148,0.042234
6669,0.044815,0.063232,0.040868,0.041909
6673,0.04468,0.062121,0.041776,0.041976
6677,0.045083,0.061937,0.041688,0.042223
6681,0.044905,0.063325,0.041986,0.042142
6685,0.044839,0.064012,0.040971,0.041878
6689,0.044297,0.064189,0.040777,0.041694
6693,0.04453,0.064055,0.041485,0.041559
6697,0.04502,0.064435,0.040367,0.041231
6701,0.045116,0.064605,0.040785,0.041127
6705,0.045314,0.064545,0.041129,0.041054
6709,0.044758,0.064662,0.040824,0.041972
6713,0.045268,0.064495,0.041825,0.041477
6717,0.045,0.065386,0.041596,0.041086
6721,0.045309,0.065819,0.041542,0.040952
6725,0.045212,0.065204,0.041935,0.041021
6729,0.045121,0.06579,0.041323,0.040805
6733,0.045409,0.066369,0.04074,0.041478
6737,0.045267,0.065817,0.040298,0.041429
6741,0.044494,0.066027,0.040672,0.041573
6745,0.044938,0.065851,0.040752,0.041577
6749,0.045098,0.066514,0.040825,0.041993
6753,0.044944,0.065736,0.040857,0.04207
6757,0.045792,0.067649,0.043427,0.043072
6761,0.045303,0.066119,0.041208,0.042347
6765,0.044421,0.065409,0.041509,0.042066
6769,0.044668,0.066445,0.040968,0.041661
6773,0.045025,0.06494,0.041197,0.041797
6777,0.045051,0.065818,0.041109,0.041682
6781,0.045297,0.064943,0.041297,0.041725
6785,0.04485,0.064411,0.0413,0.041975
6789,0.046088,0.064166,0.040812,0.042214
6793,0.046324,0.064118,0.041197,0.041914
6797,0.046154,0.063595,0.041422,0.042136
6801,0.046145,0.063586,0.041797,0.042043
6805,0.046268,0.063579,0.040906,0.042489
6809,0.045879,0.06377,0.041226,0.042799
6813,0.046474,0.062933,0.041852,0.042401
6817,0.046351,0.062956,0.04147,0.042367
6821,0.046725,0.063589,0.041862,0.042359
6825,0.046958,0.062823,0.042584,0.042618
6829,0.043802,0.066946,0.041111,0.042762
6833,0.044031,0.067679,0.041965,0.043318
6837,0.043139,0.066305,0.042506,0.042869
6841,0.04343,0.066879,0.042465,0.042595
6845,0.043843,0.067058,0.042631,0.042784
6849,0.044006,0.067395,0.045179,0.042758
6853,0.043809,0.068171,0.042574,0.043224
6857,0.043959,0.067123,0.0421,0.042832
6861,0.043919,0.066805,0.042274,0.042905
6865,0.054214,0.056854,0.042182,0.043043
6869,0.052984,0.057809,0.042438,0.043095
6873,0.040924,0.054799,0.042954,0.056215
6877,0.041446,0.05469,0.042329,0.056105
6881,0.04173,0.053902,0.042727,0.056525
6885,0.041928,0.054301,0.043101,0.056175
6889,0.042044,0.053927,0.043615,0.056474
6893,0.044128,0.053558,0.042378,0.056676
6897,0.043546,0.053172,0.04162,0.056091
6901,0.054561,0.053099,0.042537,0.044089
6905,0.054838,0.053034,0.042204,0.044465
6909,0.054965,0.0537,0.042077,0.044046
6913,0.055195,0.054145,0.042529,0.043175
6917,0.054312,0.054625,0.042703,0.043616
6921,0.055262,0.053391,0.043604,0.04364
6925,0.05554,0.054134,0.043281,0.043864
6929,0.055,0.054061,0.042409,0.043664
6933,0.054586,0.054407,0.043068,0.043568
6937,0.054902,0.054937,0.042556,0.043647
6941,0.054761,0.054325,0.042104,0.044779
6945,0.054909,0.05404,0.04344,0.044632
6949,0.05449,0.053964,0.043896,0.045265
6953,0.054716,0.05418,0.042439,0.045385
6957,0.054745,0.053905,0.042753,0.044925
6961,0.054462,0.054073,0.042612,0.045068
6965,0.054923,0.053917,0.042892,0.044727
6969,0.054847,0.054062,0.042884,0.045106
6973,0.05464,0.053574,0.042879,0.045292
6977,0.054627,0.054827,0.043219,0.045426
6981,0.050846,0.044703,0.044361,0.055492
6985,0.050739,0.045122,0.044493,0.055519
6989,0.050723,0.045672,0.044938,0.05603
6993,0.050911,0.04531,0.044877,0.054487
6997,0.050242,0.045035,0.045616,0.054999
7001,0.050669,0.044974,0.044266,0.054852
7005,0.050319,0.044961,0.044558,0.054508
7009,0.050868,0.045816,0.045349,0.054247
7013,0.050557,0.045042,0.045218,0.054322
7017,0.049302,0.045441,0.044959,0.054585
7021,0.049575,0.046858,0.044157,0.053899
7025,0.049823,0.04624,0.044849,0.054584
7029,0.049468,0.046427,0.044286,0.054114
7033,0.049632,0.046273,0.043806,0.05402
7037,0.049633,0.046273,0.044177,0.054001
7041,0.049324,0.046364,0.04432,0.053986
7045,0.049366,0.046364,0.04421,0.05375
7049,0.050223,0.046464,0.043857,0.053987
7053,0.049463,0.046698,0.044198,0.05348
7057,0.049953,0.046883,0.043708,0.05301
7061,0.049786,0.047035,0.044017,0.052538
7065,0.04942,0.047286,0.044337,0.052248
7069,0.049617,0.053894,0.043664,0.04515
7073,0.050083,0.053253,0.043245,0.045811
7077,0.05008,0.053608,0.043657,0.045613
7081,0.049977,0.053067,0.043512,0.045576
7085,0.050361,0.054125,0.042802,0.045737
7089,0.049711,0.053929,0.042714,0.04552
7093,0.050167,0.054046,0.042938,0.046129
7097,0.049274,0.054656,0.043018,0.045565
7101,0.049807,0.055785,0.043745,0.046601
7105,0.049659,0.054341,0.043217,0.045674
7109,0.04967,0.054472,0.042935,0.045885
7113,0.049601,0.054262,0.042841,0.045578
7117,0.048906,0.054661,0.043028,0.045657
7121,0.049735,0.054563,0.042753,0.045492
7125,0.049783,0.055027,0.042555,0.045209
7129,0.04934,0.054822,0.042976,0.045582
7133,0.049563,0.054668,0.043035,0.045445
7137,0.050242,0.055448,0.044028,0.047656
7141,0.048533,0.054315,0.04275,0.04549
7145,0.04833,0.05446,0.042843,0.045662
7149,0.048322,0.054064,0.042781,0.045688
7153,0.048538,0.054055,0.042779,0.045662
7157,0.048389,0.053599,0.042881,0.045533
7161,0.048274,0.054658,0.042822,0.045633
7165,0.04829,0.054353,0.043328,0.045579
7169,0.048267,0.053698,0.043045,0.045579
7173,0.048631,0.054331,0.042868,0.045439
7177,0.048681,0.053616,0.043142,0.045515
7181,0.048658,0.054085,0.04325,0.045451
7185,0.048819,0.054104,0.042928,0.045443
7189,0.048919,0.05414,0.043601,0.045972
7193,0.048536,0.05362,0.043117,0.045886
7197,0.048393,0.053872,0.043802,0.045717
7201,0.048428,0.054019,0.044935,0.045116
7205,0.048249,0.053647,0.044816,0.044947
7209,0.048132,0.053286,0.045082,0.044887
7213,0.048026,0.053576,0.044734,0.045173
7217,0.048037,0.053641,0.044523,0.044414
7221,0.048187,0.053951,0.045161,0.04453
7225,0.048066,0.053464,0.044896,0.044682
7229,0.048204,0.053623,0.043834,0.045383
7233,0.048058,0.053672,0.044507,0.044434
7237,0.048033,0.054551,0.043927,0.044891
7241,0.048108,0.053702,0.044745,0.044738
7245,0.047974,0.054149,0.04399,0.045049
7249,0.047698,0.052893,0.04438,0.044382
7253,0.047579,0.052832,0.044137,0.045101
7257,0.04788,0.052487,0.044269,0.044962
7261,0.047559,0.052166,0.044119,0.044782
7265,0.047409,0.052207,0.04441,0.044593
7269,0.047283,0.05233,0.044298,0.044674
7273,0.047087,0.052241,0.044274,0.044632
7277,0.046935,0.052259,0.044125,0.044968
7281,0.04705,0.052774,0.044268,0.044593
7285,0.046984,0.052956,0.044412,0.04439
7289,0.047063,0.052502,0.044081,0.044726
7293,0.047274,0.052215,0.044103,0.044621
7297,0.046965,0.052224,0.04419,0.044367
7301,0.046784,0.052896,0.046027,0.044446
7305,0.046794,0.053453,0.044179,0.04399
7309,0.046988,0.053382,0.044509,0.04414
7313,0.046552,0.055003,0.045156,0.044025
7317,0.046346,0.053566,0.045385,0.044394
7321,0.046308,0.053057,0.045595,0.043838
7325,0.046395,0.053945,0.044087,0.043939
7329,0.04683,0.053157,0.044862,0.04424
