time,node0,node1,node2,node3
2469,0.047807,0.057593,0.047823,0.045129
2473,0.047898,0.057527,0.047437,0.044797
2477,0.048556,0.056569,0.047152,0.044111
2481,0.048405,0.057128,0.047231,0.043832
2485,0.049455,0.058098,0.050229,0.042991
2489,0.047598,0.057712,0.048113,0.043965
2493,0.047917,0.057357,0.04844,0.043545
2497,0.048622,0.057213,0.049535,0.043109
2501,0.048272,0.057051,0.049454,0.043509
2505,0.047837,0.056842,0.049359,0.044445
2509,0.047923,0.056598,0.049334,0.043662
2513,0.048189,0.056761,0.048386,0.043987
2517,0.047876,0.056962,0.048208,0.043605
2521,0.048188,0.055749,0.049109,0.043566
2525,0.048446,0.057167,0.048988,0.04196
2529,0.048154,0.056242,0.049036,0.042904
2533,0.047879,0.056529,0.048233,0.042994
2537,0.048178,0.05697,0.042277,0.048961
2541,0.048227,0.056781,0.041915,0.049571
2545,0.048313,0.056272,0.048703,0.042859
2549,0.048228,0.057166,0.048518,0.043168
2553,0.047971,0.058041,0.048455,0.041908
2557,0.048513,0.058008,0.047978,0.042134
2561,0.048964,0.059061,0.047677,0.042932
2565,0.048358,0.057717,0.048994,0.042985
2569,0.048293,0.058488,0.047598,0.043398
2573,0.048208,0.058315,0.047379,0.042846
2577,0.047988,0.057639,0.047762,0.042952
2581,0.048407,0.057315,0.04778,0.042991
2585,0.048587,0.05882,0.047627,0.04267
2589,0.048383,0.058096,0.048456,0.042998
2593,0.040313,0.05668,0.049149,0.053684
2597,0.048783,0.059428,0.047796,0.043555
2601,0.049235,0.058999,0.049387,0.043277
2605,0.049254,0.059551,0.049154,0.043614
2609,0.049967,0.058607,0.04879,0.044339
2613,0.048896,0.059125,0.048724,0.044373
2617,0.049268,0.059944,0.049119,0.044685
2621,0.049051,0.060176,0.049512,0.043952
2625,0.049919,0.059815,0.048878,0.043788
2629,0.049085,0.059082,0.049563,0.044774
2633,0.049196,0.059083,0.049816,0.04326
2637,0.040919,0.058275,0.049345,0.05434
2641,0.049115,0.060376,0.048996,0.043089
2645,0.049077,0.059434,0.049878,0.043503
2649,0.048435,0.059142,0.04977,0.043659
2653,0.048246,0.062306,0.049418,0.043632
2657,0.04775,0.061492,0.049622,0.043851
2661,0.048039,0.060038,0.048766,0.044828
2665,0.04799,0.059657,0.04877,0.044558
2669,0.047706,0.0594,0.048636,0.044012
2673,0.047703,0.059566,0.048647,0.043954
2677,0.047497,0.059556,0.049997,0.04516
2681,0.047335,0.060516,0.049581,0.044662
2685,0.047451,0.059654,0.049397,0.044326
2689,0.047691,0.060106,0.05005,0.044332
2693,0.047914,0.05975,0.049864,0.044089
2697,0.047931,0.059956,0.04913,0.044059
2701,0.047411,0.059567,0.049357,0.044385
2705,0.047339,0.059988,0.049472,0.044046
2709,0.047338,0.060197,0.050194,0.044536
2713,0.046432,0.060114,0.049481,0.045185
2717,0.048323,0.060087,0.050872,0.044911
2721,0.047018,0.06028,0.048644,0.044437
2725,0.046844,0.060014,0.048826,0.044583
2729,0.047254,0.060118,0.048375,0.044479
2733,0.047366,0.058948,0.04866,0.044038
2737,0.047261,0.058711,0.048578,0.044694
2741,0.0474,0.059218,0.048465,0.044826
2745,0.047213,0.05797,0.047694,0.044648
2749,0.046858,0.059092,0.048001,0.04438
2753,0.046929,0.059421,0.048013,0.044483
2757,0.046872,0.059105,0.048629,0.043982
2761,0.047609,0.060565,0.049901,0.044114
2765,0.046608,0.059708,0.048559,0.04504
2769,0.047049,0.060007,0.048436,0.044617
2773,0.046889,0.059993,0.049575,0.044703
2777,0.046509,0.06015,0.049476,0.045134
2781,0.047112,0.060208,0.049643,0.044096
2785,0.047293,0.059462,0.049669,0.044011
2789,0.047198,0.058795,0.049652,0.044388
2793,0.047418,0.0589,0.050234,0.044212
2797,0.04752,0.059217,0.049851,0.044088
2801,0.047411,0.058659,0.049388,0.043402
2805,0.050053,0.061276,0.049629,0.043746
2809,0.047335,0.059869,0.049901,0.044244
2813,0.047689,0.059625,0.049902,0.043342
2817,0.047492,0.059933,0.049848,0.043179
2821,0.047728,0.059751,0.049624,0.044374
2825,0.047225,0.0595,0.049094,0.044319
2829,0.048046,0.059608,0.049234,0.043675
2833,0.047885,0.059233,0.049561,0.043762
2837,0.047701,0.058981,0.049288,0.044015
2841,0.047481,0.059545,0.050098,0.043459
2845,0.048112,0.058749,0.049712,0.043668
2849,0.048364,0.059104,0.050389,0.04338
2853,0.048313,0.059888,0.050024,0.043067
2857,0.045853,0.058054,0.04342,0.053385
2861,0.04769,0.059378,0.049028,0.043526
2865,0.047972,0.059759,0.04932,0.043148
2869,0.048142,0.059489,0.051077,0.042564
2873,0.048566,0.059229,0.048353,0.043781
2877,0.047818,0.059345,0.047677,0.044163
2881,0.048351,0.060386,0.048454,0.044483
2885,0.048083,0.059753,0.048756,0.044233
2889,0.048692,0.059258,0.048478,0.044169
2893,0.047781,0.05901,0.048955,0.044327
2897,0.047377,0.059815,0.049012,0.04412
2901,0.047556,0.060179,0.050315,0.04443
2905,0.047465,0.058478,0.0492,0.043252
2909,0.047543,0.059308,0.048994,0.043034
2913,0.045649,0.057751,0.043144,0.051851
2917,0.04545,0.058066,0.043187,0.052062
2921,0.047657,0.057697,0.050048,0.043251
2925,0.047087,0.058023,0.049545,0.04341
2929,0.047233,0.057969,0.049906,0.043102
2933,0.046667,0.058123,0.049741,0.043441
2937,0.04613,0.059269,0.04994,0.045351
2941,0.045176,0.058592,0.049689,0.043241
2945,0.046086,0.057861,0.048946,0.043857
2949,0.046205,0.057584,0.051258,0.043922
2953,0.046297,0.055777,0.050762,0.043717
2957,0.04623,0.05711,0.050566,0.043694
2961,0.046178,0.058456,0.049417,0.043397
2965,0.046627,0.058313,0.049105,0.044133
2969,0.046659,0.05842,0.048399,0.043839
2973,0.046318,0.058613,0.048622,0.043916
2977,0.046243,0.058643,0.048638,0.043736
2981,0.046717,0.059455,0.048832,0.044235
2985,0.047662,0.060275,0.049665,0.043816
2989,0.047308,0.060209,0.049671,0.044611
2993,0.046953,0.06012,0.050678,0.045622
2997,0.046728,0.060023,0.050042,0.043841
3001,0.047019,0.059447,0.049971,0.044288
3005,0.047106,0.059573,0.048968,0.04503
3009,0.046874,0.059987,0.04964,0.043938
3013,0.046887,0.060094,0.048628,0.044068
3017,0.047202,0.060077,0.049295,0.043861
3021,0.047046,0.060471,0.048067,0.044965
3025,0.046629,0.060164,0.049072,0.044846
3029,0.04701,0.060922,0.049408,0.043843
3033,0.046997,0.060531,0.048645,0.043653
3037,0.048546,0.061098,0.049353,0.043824
3041,0.046657,0.060206,0.048931,0.043988
3045,0.046755,0.060303,0.049842,0.043755
3049,0.046573,0.059171,0.050755,0.043757
3053,0.046253,0.059363,0.042851,0.051734
3057,0.046067,0.063532,0.045277,0.043492
3061,0.045778,0.062855,0.045876,0.043722
3065,0.045709,0.06272,0.045248,0.044075
3069,0.048078,0.066196,0.046885,0.046126
3073,0.045473,0.058366,0.048515,0.043811
3077,0.04503,0.059049,0.049088,0.043215
3081,0.04495,0.058406,0.048206,0.043078
3085,0.045637,0.058895,0.048504,0.043717
3089,0.045244,0.058647,0.048095,0.043812
3093,0.044503,0.059188,0.048917,0.044448
3097,0.044854,0.059418,0.048801,0.043599
3101,0.04512,0.059528,0.048272,0.043279
3105,0.045033,0.062912,0.045823,0.043339
3109,0.0454,0.059768,0.048252,0.043542
3113,0.045649,0.060374,0.048134,0.044093
3117,0.045601,0.061803,0.047994,0.044441
3121,0.045599,0.060866,0.048534,0.043647
3125,0.045907,0.064547,0.043853,0.043455
3129,0.045581,0.064452,0.045004,0.043649
3133,0.045803,0.063972,0.044178,0.044698
3137,0.045546,0.064796,0.044472,0.044747
3141,0.045852,0.064374,0.04271,0.044513
3145,0.045837,0.063776,0.044409,0.044687
3149,0.04626,0.064891,0.044339,0.043683
3153,0.04602,0.063889,0.043713,0.043464
3157,0.045844,0.06368,0.045226,0.043213
3161,0.046196,0.063979,0.044546,0.04484
3165,0.046453,0.063587,0.043835,0.043712
3169,0.045468,0.063832,0.044024,0.0438
3173,0.045229,0.062759,0.043601,0.043652
3177,0.04482,0.063859,0.043236,0.04412
3181,0.045541,0.063982,0.044114,0.043849
3185,0.045414,0.063712,0.043526,0.04455
3189,0.045447,0.063037,0.045016,0.043876
3193,0.045192,0.062379,0.044384,0.04332
3197,0.045397,0.06331,0.044662,0.043113
3201,0.044951,0.063159,0.045212,0.04315
3205,0.045414,0.062976,0.044377,0.042976
3209,0.044912,0.062887,0.04392,0.04225
3213,0.045447,0.063307,0.043395,0.0433
3217,0.044282,0.063773,0.043305,0.043188
3221,0.044676,0.063625,0.043967,0.042538
3225,0.044526,0.059178,0.047572,0.042886
3229,0.044604,0.063229,0.04393,0.042661
3233,0.044877,0.060075,0.046838,0.042824
3237,0.04408,0.063078,0.043014,0.043367
3241,0.04391,0.062913,0.04363,0.043288
3245,0.044014,0.06263,0.043194,0.043184
3249,0.043868,0.062638,0.043426,0.043717
3253,0.044439,0.063979,0.04317,0.042467
3257,0.043948,0.060523,0.046032,0.043677
3261,0.04371,0.064277,0.042998,0.043408
3265,0.04416,0.063435,0.043523,0.044132
3269,0.044562,0.063063,0.043058,0.043791
3273,0.043941,0.064007,0.042943,0.044446
3277,0.044544,0.064877,0.044379,0.043981
3281,0.044552,0.065025,0.044599,0.044358
3285,0.044739,0.064813,0.044791,0.044071
3289,0.04453,0.065466,0.044523,0.04328
3293,0.04526,0.065147,0.045093,0.043732
3297,0.045061,0.060962,0.047472,0.04352
3301,0.045237,0.061499,0.04735,0.043788
3305,0.044826,0.061778,0.046762,0.043869
3309,0.045034,0.062558,0.047156,0.043621
3313,0.044966,0.062504,0.047235,0.043731
3317,0.044947,0.062672,0.047303,0.043696
3321,0.045262,0.062031,0.048253,0.043135
3325,0.04505,0.061694,0.047494,0.043336
3329,0.04479,0.065643,0.045065,0.043758
3333,0.045969,0.065627,0.045155,0.04437
3337,0.045154,0.064825,0.044153,0.044126
3341,0.045406,0.065631,0.045547,0.044842
3345,0.045466,0.064021,0.045483,0.044448
3349,0.045551,0.064498,0.045366,0.044098
3353,0.045151,0.063306,0.045028,0.04434
3357,0.045298,0.063733,0.045525,0.044053
3361,0.044825,0.059443,0.048415,0.045176
3365,0.044927,0.0602,0.048811,0.044263
3369,0.044791,0.059925,0.049023,0.045098
3373,0.044581,0.060521,0.048465,0.044983
3377,0.044839,0.060415,0.048651,0.044841
3381,0.044784,0.060298,0.047891,0.045338
3385,0.044918,0.062678,0.048785,0.045208
3389,0.044806,0.061821,0.049281,0.046263
3393,0.045466,0.063365,0.04727,0.046263
3397,0.044892,0.062036,0.047244,0.046585
3401,0.045079,0.062453,0.048065,0.046139
3405,0.04525,0.062296,0.047692,0.04513
3409,0.044512,0.061259,0.047819,0.045661
3413,0.045806,0.062223,0.047972,0.045444
3417,0.044445,0.062144,0.048025,0.045362
3421,0.04494,0.063479,0.050367,0.045629
3425,0.044689,0.063664,0.048619,0.045536
3429,0.04453,0.062306,0.047912,0.045256
3433,0.044919,0.064198,0.048147,0.045616
3437,0.045074,0.062814,0.047939,0.045173
3441,0.044854,0.062796,0.047842,0.045114
3445,0.0443,0.062429,0.047087,0.044815
3449,0.046154,0.06442,0.044342,0.04488
3453,0.043788,0.063452,0.048198,0.044207
3457,0.04466,0.062839,0.048248,0.04448
3461,0.044129,0.062723,0.047655,0.044627
3465,0.04396,0.062444,0.048266,0.044858
3469,0.044257,0.062514,0.04758,0.044422
3473,0.043911,0.063186,0.048148,0.044432
3477,0.044229,0.062153,0.047685,0.045505
3481,0.043976,0.061094,0.047884,0.044573
3485,0.044004,0.060991,0.048284,0.044209
3489,0.044284,0.061447,0.048757,0.043466
3493,0.04416,0.060995,0.04833,0.044098
3497,0.04456,0.061584,0.048546,0.043875
3501,0.044339,0.061302,0.04818,0.044083
3505,0.045,0.061641,0.047631,0.043789
3509,0.044295,0.061577,0.048286,0.043645
3513,0.045626,0.063117,0.048515,0.044038
3517,0.04401,0.061495,0.048239,0.043874
3521,0.044334,0.061375,0.048132,0.044421
3525,0.043982,0.061747,0.047785,0.044578
3529,0.043843,0.061858,0.046362,0.044783
3533,0.043744,0.061832,0.046808,0.044401
3537,0.043377,0.061716,0.046774,0.044426
3541,0.043374,0.0617,0.047091,0.044106
3545,0.042969,0.0619,0.046907,0.044211
3549,0.045088,0.063478,0.044274,0.044248
3553,0.044924,0.063803,0.043885,0.044673
3557,0.045247,0.063806,0.044192,0.044583
3561,0.044649,0.064142,0.045317,0.043857
3565,0.044861,0.064106,0.044545,0.043892
3569,0.044618,0.064507,0.044305,0.043943
3573,0.045341,0.065612,0.044729,0.044255
3577,0.045189,0.064405,0.04389,0.044176
3581,0.04523,0.06468,0.04391,0.044478
3585,0.045438,0.065027,0.044021,0.044408
3589,0.045636,0.064293,0.043823,0.044868
3593,0.047298,0.065579,0.043307,0.045157
3597,0.052518,0.0447,0.044609,0.055369
3601,0.053016,0.044869,0.044448,0.054619
3605,0.052026,0.044955,0.044513,0.055161
3609,0.053024,0.045634,0.044643,0.054968
3613,0.052181,0.044953,0.044369,0.054115
3617,0.052244,0.045282,0.044339,0.053474
3621,0.051958,0.045707,0.044534,0.053654
3625,0.052268,0.045553,0.044555,0.053553
3629,0.05262,0.046075,0.043464,0.053527
3633,0.05227,0.046451,0.044137,0.054764
3637,0.043045,0.060917,0.047214,0.044801
3641,0.043137,0.060573,0.046851,0.044667
3645,0.045542,0.062733,0.043743,0.044331
3649,0.045837,0.061752,0.043649,0.044958
3653,0.045428,0.062135,0.043844,0.044898
3657,0.045316,0.064035,0.043208,0.045125
3661,0.045227,0.063001,0.043393,0.04542
3665,0.052613,0.046611,0.04273,0.053327
3669,0.052259,0.047911,0.042321,0.053943
3673,0.052493,0.046106,0.044779,0.053525
3677,0.052841,0.044553,0.0436,0.054088
3681,0.045436,0.062672,0.043572,0.044576
3685,0.045459,0.064327,0.044528,0.046141
3689,0.045489,0.062818,0.043399,0.044769
3693,0.045857,0.063295,0.043728,0.044581
3697,0.052663,0.044258,0.043965,0.054918
3701,0.052558,0.044379,0.044061,0.054684
3705,0.05268,0.044593,0.044638,0.054
3709,0.052842,0.044551,0.044348,0.055049
3713,0.052274,0.054919,0.04442,0.044752
3717,0.052339,0.046274,0.042637,0.05457
3721,0.052054,0.04625,0.042294,0.05652
3725,0.042906,0.054966,0.043018,0.054429
3729,0.04324,0.055137,0.043156,0.054545
3733,0.042773,0.055004,0.043662,0.054469
3737,0.043658,0.054904,0.043848,0.054729
3741,0.044576,0.062457,0.044378,0.044472
3745,0.04499,0.062769,0.044171,0.044275
3749,0.043233,0.05524,0.043695,0.054728
3753,0.045343,0.063317,0.043606,0.044351
3757,0.043496,0.055339,0.043603,0.054471
3761,0.045297,0.063063,0.043616,0.044716
3765,0.04375,0.055578,0.043666,0.053321
3769,0.053109,0.055177,0.044816,0.043843
3773,0.052496,0.05532,0.044059,0.043874
3777,0.052449,0.055041,0.044999,0.044059
3781,0.051542,0.054275,0.044743,0.043581
3785,0.052005,0.054632,0.044141,0.044558
3789,0.051352,0.054612,0.044736,0.043603
3793,0.051935,0.054452,0.044305,0.043744
3797,0.0519,0.054333,0.043242,0.045543
3801,0.051852,0.054515,0.043565,0.044869
3805,0.051561,0.054518,0.043802,0.044408
3809,0.051599,0.054236,0.043764,0.044676
3813,0.051535,0.054314,0.044095,0.044981
3817,0.051628,0.054481,0.044798,0.043935
3821,0.051696,0.054874,0.044487,0.043843
3825,0.051221,0.055259,0.044744,0.043689
3829,0.051533,0.05447,0.044028,0.043995
3833,0.050799,0.055181,0.044613,0.045289
3837,0.050958,0.055731,0.044288,0.044155
3841,0.052906,0.054501,0.045083,0.04354
3845,0.051625,0.054334,0.045139,0.043846
3849,0.051726,0.057636,0.047497,0.047048
3853,0.051377,0.054462,0.044031,0.044188
3857,0.051324,0.054706,0.044591,0.043468
3861,0.051854,0.054759,0.043698,0.04388
3865,0.051704,0.055722,0.044381,0.043036
3869,0.051078,0.055296,0.044024,0.043587
3873,0.051167,0.054958,0.044402,0.044393
3877,0.051934,0.05499,0.04364,0.044414
3881,0.052065,0.054654,0.04317,0.044107
3885,0.052067,0.054742,0.043211,0.044155
3889,0.051866,0.054337,0.043815,0.044294
3893,0.051677,0.054746,0.043289,0.044184
3897,0.051619,0.05399,0.043712,0.044258
3901,0.051382,0.054379,0.043825,0.044236
3905,0.051863,0.05449,0.043655,0.043694
3909,0.051601,0.054224,0.043715,0.044082
3913,0.051734,0.054134,0.04346,0.043571
3917,0.052396,0.054637,0.043735,0.044218
3921,0.051202,0.055581,0.043704,0.04446
3925,0.051299,0.05462,0.042974,0.044977
3929,0.050944,0.054838,0.043221,0.044727
3933,0.051003,0.055133,0.043637,0.044886
3937,0.050093,0.053778,0.042961,0.045137
3941,0.050693,0.053891,0.042982,0.045649
3945,0.051111,0.054582,0.043276,0.044925
3949,0.050697,0.054148,0.043711,0.044331
3953,0.051106,0.055158,0.042749,0.045038
3957,0.051316,0.055098,0.044524,0.04484
3961,0.050863,0.055767,0.044175,0.044898
3965,0.052945,0.056316,0.044079,0.044849
3969,0.051708,0.055764,0.044191,0.045338
3973,0.051421,0.05501,0.043754,0.044446
3977,0.051342,0.055018,0.043846,0.044065
3981,0.051613,0.055441,0.044228,0.043503
3985,0.051956,0.055667,0.044294,0.043371
3989,0.051825,0.054926,0.044219,0.043622
3993,0.051533,0.055595,0.044816,0.043274
3997,0.050873,0.055755,0.044582,0.042659
4001,0.050997,0.055222,0.044202,0.043835
4005,0.050941,0.055298,0.043681,0.044603
4009,0.051284,0.055299,0.044174,0.042693
4013,0.050863,0.055148,0.044386,0.042362
4017,0.050788,0.054722,0.043395,0.044111
4021,0.050996,0.054024,0.0436,0.043406
4025,0.050945,0.055255,0.043481,0.04387
4029,0.050069,0.054958,0.043609,0.043275
4033,0.050656,0.055495,0.04519,0.044707
4037,0.05006,0.054568,0.044022,0.042691
4041,0.050242,0.055477,0.043924,0.043349
4045,0.049714,0.055634,0.043913,0.042658
4049,0.049412,0.055719,0.043691,0.042599
4053,0.049436,0.054643,0.044086,0.042847
4057,0.050885,0.056255,0.046007,0.045701
4061,0.049155,0.054703,0.044038,0.044268
4065,0.049071,0.05503,0.043527,0.04383
4069,0.048428,0.055737,0.043418,0.044022
4073,0.048848,0.055609,0.043207,0.044196
4077,0.049503,0.055999,0.043035,0.044305
4081,0.048521,0.056053,0.043755,0.04396
4085,0.049503,0.055009,0.044094,0.043392
4089,0.04951,0.055584,0.044392,0.043139
4093,0.049709,0.055647,0.044043,0.043752
4097,0.049587,0.054792,0.044162,0.043905
4101,0.050467,0.055827,0.044477,0.043303
4105,0.050023,0.055145,0.043521,0.043116
4109,0.049974,0.055534,0.043327,0.043337
4113,0.052391,0.055774,0.043644,0.043866
4117,0.050152,0.055336,0.043884,0.042778
4121,0.05099,0.055858,0.044618,0.04307
4125,0.050005,0.054557,0.043474,0.043511
4129,0.047651,0.054624,0.047649,0.043221
4133,0.048277,0.054097,0.047481,0.042919
4137,0.048224,0.054663,0.048051,0.04327
4141,0.04754,0.053763,0.047742,0.043727
4145,0.047722,0.054114,0.047875,0.043072
4149,0.047897,0.053723,0.047324,0.043105
4153,0.050477,0.055417,0.043632,0.042779
4157,0.047868,0.054887,0.047779,0.042805
4161,0.050554,0.056171,0.043799,0.042788
4165,0.050282,0.055077,0.043275,0.042944
4169,0.050073,0.054828,0.043537,0.044298
4173,0.050904,0.04368,0.043028,0.053146
4177,0.050975,0.043451,0.043315,0.053466
4181,0.047962,0.05396,0.046659,0.043626
4185,0.050983,0.043412,0.043149,0.053771
4189,0.047618,0.05299,0.046214,0.042564
4193,0.047359,0.053282,0.046856,0.042342
4197,0.047732,0.053114,0.046088,0.04223
4201,0.049637,0.054122,0.043186,0.042896
4205,0.048877,0.053534,0.0426,0.043466
4209,0.04905,0.054514,0.042232,0.042888
4213,0.047154,0.056497,0.042157,0.043298
4217,0.046104,0.055518,0.042515,0.044441
4221,0.046197,0.056067,0.042022,0.044485
4225,0.045991,0.056236,0.04251,0.043658
4229,0.046146,0.056162,0.042634,0.044234
4233,0.045798,0.056471,0.04222,0.04393
4237,0.046115,0.056999,0.041775,0.044182
4241,0.046327,0.056547,0.042022,0.044231
4245,0.046319,0.057559,0.042604,0.043483
4249,0.046423,0.05437,0.04557,0.043447
4253,0.045994,0.054221,0.047725,0.04303
4257,0.045475,0.053978,0.046818,0.042852
4261,0.045894,0.054091,0.046842,0.042933
4265,0.045771,0.054313,0.047409,0.042784
4269,0.047002,0.055039,0.047148,0.043501
4273,0.046455,0.054027,0.047487,0.042183
4277,0.046215,0.054763,0.047495,0.042114
4281,0.045491,0.054907,0.04671,0.042292
4285,0.045496,0.054507,0.046619,0.042665
4289,0.045422,0.054051,0.046748,0.042474
4293,0.046474,0.053133,0.046807,0.042219
4297,0.046408,0.053917,0.046402,0.042684
4301,0.046602,0.053683,0.046357,0.042235
4305,0.045847,0.054676,0.047216,0.042136
4309,0.04567,0.054077,0.045981,0.042424
4313,0.04573,0.055095,0.046304,0.041965
4317,0.045798,0.054619,0.046161,0.042533
4321,0.045614,0.055206,0.045365,0.042753
4325,0.045421,0.054958,0.045296,0.042653
4329,0.04788,0.05532,0.042487,0.042038
4333,0.047921,0.055289,0.042512,0.042322
4337,0.048244,0.055624,0.042163,0.042317
4341,0.047666,0.055812,0.042871,0.042412
4345,0.047861,0.055236,0.042102,0.042519
4349,0.047678,0.054263,0.042924,0.043114
4353,0.047103,0.053697,0.042957,0.042355
4357,0.047685,0.054724,0.043399,0.043176
4361,0.047225,0.054976,0.042996,0.041994
4365,0.046809,0.054845,0.042842,0.042103
4369,0.047095,0.05564,0.04285,0.043574
4373,0.046842,0.054742,0.042894,0.043361
4377,0.046814,0.055274,0.043092,0.042932
4381,0.047608,0.055305,0.043798,0.042639
4385,0.047583,0.055899,0.043279,0.041929
4389,0.045107,0.054268,0.045414,0.043121
4393,0.045631,0.054856,0.045834,0.043321
4397,0.046207,0.054657,0.046649,0.04244
4401,0.045767,0.054844,0.046819,0.043422
4405,0.045857,0.054547,0.046978,0.043432
4409,0.046114,0.057655,0.044688,0.04282
4413,0.050079,0.04516,0.041762,0.051996
4417,0.049928,0.04504,0.043008,0.05181
4421,0.053107,0.045903,0.042712,0.053
4425,0.05053,0.044827,0.042504,0.052075
4429,0.050977,0.045237,0.043062,0.051903
4433,0.046333,0.059113,0.044346,0.042656
4437,0.050955,0.045119,0.04328,0.05162
4441,0.051502,0.045461,0.042811,0.051723
4445,0.051287,0.045217,0.042868,0.052144
4449,0.051203,0.044849,0.042655,0.052713
4453,0.051124,0.044639,0.043218,0.053248
4457,0.051362,0.044459,0.042387,0.053093
4461,0.05145,0.044856,0.04208,0.053124
4465,0.051572,0.044637,0.041923,0.052827
4469,0.051202,0.043779,0.043672,0.052174
4473,0.051016,0.044241,0.044656,0.053079
4477,0.051597,0.043419,0.044364,0.052371
4481,0.050943,0.043231,0.044193,0.052398
4485,0.050997,0.044125,0.045411,0.052707
4489,0.050635,0.043285,0.044503,0.052113
4493,0.050457,0.042774,0.045056,0.052651
4497,0.050597,0.042975,0.044792,0.052603
4501,0.050365,0.042431,0.044507,0.052692
4505,0.050982,0.043213,0.044575,0.052298
4509,0.052209,0.042811,0.046125,0.051852
4513,0.050422,0.043093,0.045871,0.051951
4517,0.051006,0.043403,0.046902,0.05246
4521,0.050782,0.043319,0.046282,0.05224
4525,0.050842,0.043501,0.045975,0.052863
4529,0.050661,0.043375,0.046627,0.052222
4533,0.051086,0.042925,0.046377,0.052564
4537,0.051539,0.044428,0.046926,0.052474
4541,0.051479,0.045342,0.044629,0.053009
4545,0.051375,0.044449,0.044301,0.052351
4549,0.046089,0.058848,0.045668,0.042072
4553,0.052086,0.044057,0.045043,0.052656
4557,0.046667,0.058938,0.045997,0.042916
4561,0.046442,0.058637,0.045628,0.042775
4565,0.046032,0.05798,0.044213,0.042521
4569,0.053438,0.044621,0.04263,0.053163
4573,0.05221,0.043889,0.0418,0.053115
4577,0.051421,0.04394,0.041833,0.053397
4581,0.047208,0.059572,0.043742,0.042119
4585,0.046503,0.058875,0.043793,0.043311
4589,0.046629,0.058243,0.044246,0.042643
4593,0.05245,0.053907,0.043335,0.043567
4597,0.051484,0.053788,0.042852,0.043531
4601,0.051758,0.053318,0.042699,0.043869
4605,0.046564,0.057865,0.04443,0.043887
4609,0.046397,0.0586,0.044027,0.043763
4613,0.046064,0.058654,0.044246,0.04335
4617,0.046092,0.058518,0.043667,0.043497
4621,0.046588,0.057662,0.043984,0.043383
4625,0.046429,0.058852,0.04442,0.043248
4629,0.045913,0.058767,0.04405,0.043132
4633,0.045555,0.058255,0.045722,0.043108
4637,0.045291,0.057744,0.04329,0.04352
4641,0.045499,0.058114,0.044009,0.043772
4645,0.048624,0.05988,0.042334,0.043518
4649,0.045664,0.05849,0.044393,0.044724
4653,0.04623,0.059957,0.042885,0.04431
4657,0.045749,0.058765,0.042717,0.043436
4661,0.045277,0.059205,0.043136,0.043351
4665,0.045074,0.059077,0.043717,0.0435
4669,0.045047,0.058949,0.043212,0.043814
4673,0.044998,0.058152,0.043616,0.043824
4677,0.045921,0.058624,0.04385,0.044236
4681,0.04549,0.059801,0.044307,0.043633
4685,0.045579,0.058644,0.043779,0.04411
4689,0.051809,0.053023,0.043887,0.043485
4693,0.051601,0.053047,0.043793,0.043487
4697,0.053033,0.052837,0.045033,0.044821
4701,0.051558,0.052643,0.04397,0.045999
4705,0.051681,0.05279,0.04342,0.044447
4709,0.051475,0.053005,0.044519,0.043529
4713,0.051874,0.053256,0.04387,0.044591
4717,0.051286,0.053089,0.043367,0.044268
4721,0.052396,0.053442,0.044345,0.044521
4725,0.051702,0.053607,0.043561,0.044394
4729,0.051959,0.053154,0.043504,0.044007
4733,0.05148,0.053886,0.043965,0.042889
4737,0.052118,0.053481,0.04375,0.043983
4741,0.052654,0.05388,0.043221,0.043736
4745,0.045888,0.060347,0.043014,0.04393
4749,0.052419,0.054079,0.04352,0.044302
4753,0.05267,0.054248,0.043778,0.043616
4757,0.051809,0.05383,0.042942,0.044538
4761,0.052224,0.053503,0.043913,0.045055
4765,0.051624,0.04369,0.045306,0.05163
4769,0.051384,0.044048,0.044898,0.051545
4773,0.051323,0.053047,0.043188,0.043377
4777,0.050383,0.043018,0.045525,0.051768
4781,0.050392,0.042642,0.045652,0.051703
4785,0.050574,0.043008,0.04541,0.051889
4789,0.050323,0.042669,0.045486,0.05222
4793,0.05113,0.043296,0.045642,0.052038
4797,0.051201,0.053329,0.043448,0.044876
4801,0.051059,0.053312,0.042582,0.044682
4805,0.051155,0.054396,0.042812,0.044391
4809,0.051494,0.054295,0.042993,0.04436
4813,0.053473,0.056797,0.046679,0.045848
4817,0.050922,0.053494,0.043643,0.044364
4821,0.051061,0.053911,0.043751,0.044061
4825,0.051393,0.053179,0.043923,0.044147
4829,0.050951,0.052958,0.043569,0.04433
4833,0.051641,0.053291,0.044604,0.043486
4837,0.052173,0.052807,0.044218,0.044302
4841,0.051742,0.053142,0.043333,0.043636
4845,0.051759,0.053676,0.042973,0.04354
4849,0.054629,0.053768,0.044747,0.044137
4853,0.051549,0.053783,0.043432,0.043566
4857,0.051538,0.053662,0.043394,0.043679
4861,0.051903,0.053321,0.044352,0.043174
4865,0.051434,0.053087,0.042948,0.044063
4869,0.051695,0.053128,0.043341,0.044307
4873,0.051575,0.053978,0.043831,0.043704
4877,0.051286,0.053012,0.043092,0.044701
4881,0.05205,0.05286,0.042966,0.043798
4885,0.046726,0.060019,0.043269,0.043949
4889,0.046219,0.059786,0.042882,0.043439
4893,0.045878,0.059388,0.042986,0.043931
4897,0.04591,0.060027,0.042974,0.044707
