time,node0,node1
4619,0.046493,0.057929
4620,0.046495,0.057663
4621,0.046588,0.057662
4622,0.046413,0.05891
4623,0.046134,0.058663
4624,0.045874,0.057822
4625,0.046429,0.058852
4626,0.046038,0.058403
4627,0.046213,0.058627
4628,0.046099,0.058811
4629,0.045913,0.058767
4630,0.045889,0.058376
4631,0.046003,0.057925
4632,0.045705,0.058851
4633,0.045555,0.058255
4634,0.04571,0.058168
4635,0.045319,0.058406
4636,0.045923,0.058057
4637,0.045291,0.057744
4638,0.045575,0.058132
4639,0.045959,0.05855
4640,0.046079,0.059213
4641,0.045499,0.058114
4642,0.045624,0.059159
4643,0.045517,0.05877
4644,0.045711,0.059114
4645,0.048624,0.05988
4646,0.045231,0.057817
4647,0.045827,0.057912
4648,0.045181,0.05812
4649,0.045664,0.05849
4650,0.045334,0.058724
4651,0.045392,0.05901
4652,0.045643,0.058821
4653,0.04623,0.059957
4654,0.04586,0.059036
4655,0.045985,0.05921
4656,0.045906,0.058571
4657,0.045749,0.058765
4658,0.04569,0.059002
4659,0.045645,0.058662
4660,0.045202,0.059157
4661,0.045277,0.059205
4662,0.04514,0.058572
4663,0.045147,0.058602
4664,0.045147,0.058664
4665,0.045074,0.059077
4666,0.045235,0.058787
4667,0.045034,0.059371
4668,0.045152,0.059186
4669,0.045047,0.058949
4670,0.045443,0.058931
4671,0.045164,0.057945
4672,0.045583,0.05796
4673,0.044998,0.058152
4674,0.045317,0.058347
4675,0.045693,0.058583
4676,0.045698,0.058332
4677,0.045921,0.058624
4678,0.045255,0.058367
4679,0.045178,0.058206
4680,0.045579,0.058608
4681,0.04549,0.059801
4682,0.045719,0.059042
4683,0.045358,0.059133
4684,0.045543,0.05925
4685,0.045579,0.058644
4686,0.045589,0.058069
4687,0.045522,0.058062
4688,0.045916,0.058461
4689,0.051809,0.053023
4690,0.05242,0.053186
4691,0.052436,0.05482
4692,0.05136,0.052958
4693,0.051601,0.053047
4694,0.05201,0.052898
4695,0.051178,0.053547
4696,0.051321,0.0533
4697,0.053033,0.052837
4698,0.051532,0.052361
4699,0.051598,0.052724
4700,0.05189,0.05237
4701,0.051558,0.052643
4702,0.051507,0.052695
4703,0.051379,0.053047
4704,0.051225,0.052535
4705,0.051681,0.05279
4706,0.051665,0.053114
4707,0.051605,0.052756
4708,0.051914,0.053389
4709,0.051475,0.053005
4710,0.051558,0.052356
4711,0.052362,0.053024
4712,0.051668,0.05335
4713,0.051874,0.053256
4714,0.051444,0.052647
4715,0.05194,0.05341
4716,0.051284,0.052951
4717,0.051286,0.053089
4718,0.05186,0.053031
4719,0.051067,0.053502
4720,0.052638,0.053007
4721,0.052396,0.053442
4722,0.051035,0.053866
4723,0.052331,0.054247
4724,0.051724,0.054388
4725,0.051702,0.053607
4726,0.051716,0.053431
4727,0.053242,0.053948
4728,0.051776,0.053206
4729,0.051959,0.053154
4730,0.051966,0.053599
4731,0.051785,0.053221
4732,0.051839,0.053327
4733,0.05148,0.053886
4734,0.052056,0.05361
4735,0.052052,0.053158
4736,0.051991,0.053857
4737,0.052118,0.053481
4738,0.052443,0.053186
4739,0.052686,0.053371
4740,0.052492,0.053934
4741,0.052654,0.05388
4742,0.052113,0.054142
4743,0.052557,0.053595
4744,0.052709,0.053987
4745,0.045888,0.060347
4746,0.046314,0.060093
4747,0.046126,0.059664
4748,0.052847,0.054197
4749,0.052419,0.054079
4750,0.052544,0.053685
4751,0.052092,0.053556
4752,0.052202,0.053933
4753,0.05267,0.054248
4754,0.051896,0.05412
4755,0.051995,0.053506
4756,0.051982,0.052975
4757,0.051809,0.05383
4758,0.0523,0.053083
4759,0.051881,0.053035
4760,0.053893,0.054973
4761,0.052224,0.053503
4762,0.052234,0.053184
4763,0.051992,0.044953
4764,0.05115,0.044362
4765,0.051624,0.04369
4766,0.051372,0.043811
4767,0.051136,0.044172
4768,0.051147,0.04366
4769,0.051384,0.044048
4770,0.05147,0.043967
4771,0.051195,0.05408
4772,0.05114,0.053371
4773,0.051323,0.053047
4774,0.051556,0.053469
4775,0.051062,0.043679
4776,0.050699,0.04321
4777,0.050383,0.043018
4778,0.05073,0.043086
4779,0.051118,0.043448
4780,0.050657,0.043003
4781,0.050392,0.042642
4782,0.050927,0.043164
4783,0.050589,0.043227
4784,0.050709,0.043065
4785,0.050574,0.043008
4786,0.050841,0.042796
4787,0.050512,0.04305
4788,0.050394,0.043415
4789,0.050323,0.042669
4790,0.050679,0.042832
4791,0.050765,0.042622
4792,0.050703,0.043042
4793,0.05113,0.043296
4794,0.050762,0.04314
4795,0.051359,0.044273
4796,0.05086,0.043087
4797,0.051201,0.053329
4798,0.050852,0.053557
4799,0.052317,0.053513
4800,0.051267,0.053364
4801,0.051059,0.053312
4802,0.051257,0.053496
4803,0.051235,0.05364
4804,0.051368,0.053604
4805,0.051155,0.054396
4806,0.050939,0.053176
4807,0.050881,0.053655
4808,0.05134,0.054822
4809,0.051494,0.054295
4810,0.051599,0.054479
4811,0.053563,0.054003
4812,0.051623,0.054672
4813,0.053473,0.056797
4814,0.051832,0.054624
4815,0.050977,0.053844
4816,0.051858,0.054281
4817,0.050922,0.053494
4818,0.051676,0.054136
4819,0.051158,0.053844
4820,0.051429,0.053631
4821,0.051061,0.053911
4822,0.05113,0.053265
