0.1,6904.92,7667.7
0.1,7847.91,8769.24
0.1,4663.24,7626.98
0.1,5254.93,7498.23
0.1,6963.47,2881.29
0.1,1472.53,2934.13
0.1,9327.87,9417.04
0.1,6520.86,2523.32
0.1,7182.4,3636.67
0.1,5406.38,6644.26
0.1,9645.49,5153.33
0.1,4119.75,4185.42
0.1,2285.41,9122.44
0.1,3577.09,9618.2
0.1,4423.64,9601.97
0.1,9392.73,6317.67
0.1,5756.31,2718.7
0.1,3971.66,9908.63
0.1,1020.12,1624.41
0.1,8974.51,1308.02
0.1,2942.76,1276.22
0.1,9428.19,693.277
0.1,2191.4,4872.31
0.1,8867.75,7155.86
0.1,3354.65,4238.73
0.1,8586.99,500.319
0.1,6348.37,8610.85
0.1,1253.18,8998.5
0.1,467.803,880.087
0.1,6705.16,2438.49
0.1,6880.63,8095.61
0.1,7016.06,6640.07
0.1,831.422,6230.37
0.1,9403.98,2432.52
0.1,5163.98,5131.17
0.1,7043.49,9983.72
0.1,5825.96,9625.95
0.1,6358.36,764.063
0.1,2676.05,7666
0.1,6870.73,4173.45
0.1,125.014,8279.66
0.1,1221.11,914.071
0.1,5137.99,5124.98
0.1,8785.27,6059.21
0.1,174.74,6234.42
0.1,3031.43,2958.07
0.1,6055.48,9045.99
0.1,3107.38,1454.29
0.1,3889.03,6212.17
0.1,8332.71,5167.01
0.1,5864.22,1681.19
0.1,4866.6,6293.26
0.1,4505.24,3247.78
0.1,3885.35,5441.55
0.1,2102.12,8972.59
0.1,9259.46,5949.57
0.1,2526.42,5596.12
0.1,5200.97,5864.94
0.1,5645.29,4971.06
0.1,2350.02,2905.39
0.1,8306.84,2171.64
0.1,9512.7,206.1
0.1,3844.32,5198.64
0.1,3991.22,1291.87
0.1,8516.17,4569.37
0.1,6259.47,9065.16
0.1,4701.25,5118.27
0.1,7326.12,5983.31
0.1,3628.82,9022.71
0.1,7222.86,7272.32
0.1,7656.23,118.72
0.1,4556.47,16.3918
0.1,7459.92,3389.86
0.1,5254.38,5157.96
0.1,1161.98,7699.9
0.1,8154.87,9048.8
0.1,3853.55,9620.02
0.1,4327.76,7088.76
0.1,1533.18,2974.45
0.1,6261.92,8698.48
0.1,8668.76,2966.36
0.1,459.786,8543.37
0.1,2575.52,545.423
0.1,3410.58,1538.29
0.1,8900.23,650.023
0.1,276.419,7997.68
0.1,1540.47,6699.16
0.1,1355.86,9903.17
0.1,6555.39,5098.88
0.1,4.22452,8868.58
0.1,5059.8,6111.91
0.1,6679.31,1453.61
0.1,8474.52,1929.25
0.1,9523.8,8998.93
0.1,4241.79,5520.13
0.1,7858.8,2058.85
0.1,8297.13,3997.88
0.1,7481.45,383.266
0.1,3705.09,4806.4
0.1,8720.41,9787
0.1,9940.36,8289.09
0.1,5207.95,3647.71
0.1,3457.84,939.718
0.1,6625.94,5053.44
0.1,1633.53,9568.94
0.1,5664.81,4445.4
0.1,2526.05,4532.17
0.1,7688.86,9287.62
0.1,5071.64,3195.94
0.1,3847.69,5117.47
0.1,5864.21,8556.09
0.1,2603.59,834.727
0.1,3083.82,5357.79
0.1,1040.76,2049.01
0.1,3661.62,1526.53
0.1,6027.54,7075.49
0.1,1359.6,5777.26
0.1,7375.03,7548.38
0.1,2171.81,3253.75
0.1,3344,2189.86
0.1,4067.49,4374.67
0.1,6512.91,7700.86
0.1,9877.19,3157.47
0.1,3281.81,4756.08
0.1,3534.35,4391.04
0.1,6971.49,120.235
0.1,8668.96,4487.4
0.1,1876.85,7162.74
0.1,7911.3,9647.28
0.1,9449.81,5415.8
0.1,4050.42,9506.19
0.1,1177.24,2047.82
0.1,2129.33,4705.39
0.1,6720.65,8546.64
0.1,5481,3576.61
0.1,5986.49,5945.49
0.1,3711.57,2550.06
0.1,6260.29,3136.41
0.1,5391.68,3432.85
0.1,8692.8,9335.06
0.1,7280.21,7728.55
0.1,6211.69,995.404
0.1,2978.09,1962.06
0.1,4427.69,8201.76
0.1,8011.61,5827.98
0.1,8651.42,7678.37
0.1,6468.23,5626.37
0.1,2848.86,3837.52
0.1,9773.46,1067.79
0.1,1071.19,4093.81
0.1,8576.98,9200.56
0.1,9556.88,7311.26
0.1,1771.5,4101.7
0.1,1800.91,3482.69
0.1,6941.44,9429.4
0.1,3136.53,1962.46
0.1,9109.69,5919.37
0.1,7848.39,2294.89
0.1,7672.81,2601.32
0.1,9581.88,3948.19
0.1,1686.87,323.425
0.1,2357.46,6278.83
0.1,3322.07,7970.34
0.1,4282.3,7408.65
0.1,5956.69,4058.62
0.1,2866.58,6357.06
0.1,8371.69,1362.91
0.1,9427.63,731.26
0.1,4900.1,4873.39
0.1,8465.48,326.169
0.1,2982.55,7170.17
0.1,3296.91,8383.04
0.1,8505.06,3234.19
0.1,1708.52,2068
0.1,2262.84,4230.1
0.1,8172.49,8178.96
0.1,8151.85,3447.39
0.1,4281.38,9769.99
0.1,8256.45,3043.51
0.1,9221.6,9223.1
0.1,5140.83,1170.19
0.1,4915.82,5013.14
0.1,1271.28,8024.56
0.1,372.721,8288.56
0.1,1429.6,6089.85
0.1,3253.86,3796.55
0.1,1503,4175.15
0.1,2322.96,6555.2
0.1,5366.95,4052.27
0.1,210.01,5551.77
0.1,2689.85,8115.73
0.1,5828.26,2841.42
0.1,8600.86,6683.4
0.1,3270.77,180.767
0.1,1364,1512.31
0.1,2918.93,5752.23
0.1,694.671,9839.62
0.1,1900.85,6693.24
0.1,2863.87,2763.45
0.1,614.365,7959.25
0.1,5587.12,2931.63
0.1,5842.03,74.4937
0.1,6972.45,9420.74
0.1,5674.78,8817.25
0.1,1494.91,9616.62
0.1,9923.36,716.897
0.1,966.653,3984.14
0.1,1523.94,1669.5
0.1,1512.07,6797.02
0.1,467.581,4227.83
0.1,2371.4,1827.07
0.1,5321.87,3149.89
0.1,3865.46,4532.07
0.1,2209.15,6727.1
0.1,472.168,3429.51
0.1,7137.45,8479.21
0.1,8629.9,5263.93
0.1,9637.35,2600.64
0.1,7897.26,1105.55
0.1,4046.95,3225.11
0.1,6370.83,8107.74
0.1,6993.03,527.664
0.1,3781.71,7919.43
0.1,1741.72,3106
0.1,9036.16,193.088
0.1,1005.56,4140.24
0.1,9599.17,5782.64
0.1,9669.36,3554.27
0.1,926.054,4178.99
0.1,4881.15,8279.83
0.1,2883.43,9491.88
0.1,1745.52,7760.55
0.1,8275.23,4691.58
0.1,9495.93,2844.55
0.1,7885.52,7643.7
0.1,6940.46,235.592
0.1,1514.85,6208.71
0.1,3304.75,4332.65
0.1,8168.48,4459.75
0.1,8920.7,2444.32
0.1,4356.91,5225.33
0.1,9921.87,6750.84
0.1,568.906,8113.15
0.1,5129.03,9345.9
0.1,794.789,6765.52
0.1,5398.06,5209.17
0.1,6808.56,85.1269
0.1,4900.23,8410.95
0.1,8105.04,6889.67
0.1,7002.87,8428.86
0.1,4630.65,9595.46
0.1,7429.51,1604.5
0.1,7055.5,207.809
0.1,8134.28,7899.8
0.1,9903.65,844.596
0.1,9067.13,700.702
0.1,7684.65,9094.65
0.1,8515.2,4590.72
0.1,3602.02,1156.74
0.1,5223.84,3887.71
0.1,5843.53,3282.44
0.1,3896.55,1490.45
0.1,1692,3580.65
0.1,5533.53,3401.54
0.1,4542.74,2030.66
0.1,6660.94,7906.41
0.1,2605.6,3568.58
0.1,5915.33,92.8281
0.1,988.17,9022.95
0.1,6396.73,9800.15
0.1,6475.44,3780.55
0.1,248.695,946.534
0.1,8507.04,4629.68
0.1,2793.65,7444.34
0.1,8.69219,4119.27
0.1,2894.25,5928.44
0.1,1919.09,2625.11
0.1,9051.18,1054.85
0.1,508.918,4001.4
0.1,3850.08,2023.5
0.1,8041.26,9059.96
0.1,553.783,9767.84
0.1,3176.08,2146.9
0.1,3958.5,6698.01
0.1,5967.83,4458.98
0.1,4753.06,4201.52
0.1,2678,8732.3
0.1,7323.27,535.408
0.1,1380.04,3964.32
0.1,4730.63,6005.04
0.1,8102.69,7487.9
0.1,9645.05,8425.78
0.1,6717.51,3138.09
0.1,1199.68,6282.95
0.1,7724.68,5884.44
0.1,6204.84,49.6244
0.1,530.187,7483.06
0.1,2233.94,668.421
0.1,2886.27,3195.49
0.1,355.585,9940.96
0.1,2813.44,5841.93
0.1,1862.56,8585.54
0.1,3324.35,4848.14
0.1,2594.15,3922.71
0.1,6345.05,3893.93
0.1,8513.36,9559.08
0.1,5548.83,2018.23
0.1,867.408,6338.47
0.1,28.4992,3606.99
0.1,3747.27,4152.3
0.1,2923.96,972.615
0.1,5790.7,2610.09
0.1,2318.79,7674.88
0.1,3001.69,2261.83
0.1,1489.31,2631.47
0.1,3472.72,6425.53
0.1,4810.16,5446.57
0.1,843.241,2208.58
0.1,8225.51,3012.88
0.1,2320.54,7364.38
0.1,5982.64,3574.19
0.1,1798.74,2054.71
0.1,7713.07,9828.41
0.1,3054.3,4877.72
0.1,2641.89,602.708
0.1,3429.89,7467.24
0.1,6776.11,4725.69
0.1,6006.97,8015.43
0.1,1026.44,6985.9
0.1,2957.3,5317.12
0.1,3108.49,1937.86
0.1,8738.41,1263.43
0.1,4149.29,7566.21
0.1,5011.82,6940.98
0.1,3833.44,2349.45
0.1,9700.05,155.074
0.1,5452.47,4799.91
0.1,8743.2,2970.17
0.1,5093.55,5767.27
0.1,1007.88,331.53
0.1,3749.62,409.308
0.1,2624.95,9623.36
0.1,5432.42,1834.83
0.1,9118.67,5821.26
0.1,2445.99,9893.67
0.1,2741.97,1546.97
0.1,2869.44,9340.74
0.1,586.779,448.33
0.1,7076.8,1206.42
0.1,599.543,9942.54
0.1,6176.28,6172.85
0.1,548.214,9726.41
0.1,9693.3,6942.34
0.1,8857.53,4902.66
0.1,114.656,4514.46
0.1,9146.32,6366.97
0.1,926.848,3931.25
0.1,9694.03,7611.31
0.1,4148.87,8122.17
0.1,8065.92,2498.51
0.1,146.093,3020.5
0.1,4811.49,4186.59
0.1,7760.6,6123.31
0.1,8053.01,9683.09
0.1,2984.22,2232.66
0.1,1627.97,2673.53
0.1,1978.49,1898.33
0.1,4901.52,3867.81
0.1,447.967,389.754
0.1,4880.38,1910.06
0.1,989.41,511.032
0.1,1226.79,8808.96
0.1,2388.99,9490.43
0.1,7241.3,3351.12
0.1,6050.3,894.945
0.1,7124.96,5874.64
0.1,5820.22,282.818
0.1,8120.3,8836.94
0.1,6663.2,2706.52
0.1,638.676,2325.24
0.1,5295.83,1469.26
0.1,1230.31,9619.32
0.1,9971.76,1156.51
0.1,2839.23,2792.21
0.1,434.804,6151.28
0.1,7607.69,7526.84
0.1,7078.43,7987.25
0.1,4654.99,3198.45
0.1,5281.62,8892.64
0.1,3797,1328.36
0.1,3175.67,6596.53
0.1,9975.4,6215.25
0.1,5902.36,9483.98
0.1,490.158,3423.72
0.1,5627.59,6121.12
0.1,6619.09,162.42
0.1,6993.89,7247.31
0.1,8484.78,4170.48
0.1,665.378,8407.03
0.1,1449.48,2686.07
0.1,2085.56,1040.49
0.1,5486.22,8713.56
0.1,5300.99,989.354
0.1,4096.57,3314.93
0.1,1957.42,9372.71
0.1,3465.82,6654.06
0.1,4025.75,8713.38
0.1,6085.38,2040.17
0.1,928.302,2443.31
0.1,1144.09,3297.38
