sending_initial,0.03066182137
builing_first_qt,0.2754349709
MISSING,NaN
forces,allgatherv,writing,rebuilding
0.2508230209,0.00332903862,5.269850969,0.2042191029
0.2329449654,0.003416061401,5.268563986,0.2111539841
0.2405900955,0.003328084946,5.283165932,0.219866991
0.2363049984,0.003271818161,5.258928061,0.2193548679
0.2417559624,0.00316286087,5.253514051,0.2251977921
