loading_data, 2.809422016
sending_initial,0.04952502251
builing_first_qt,2.21399188
forces,allgatherv,writing,rebuilding
4.202589035,0.02083992958,53.71799397,2.070394993
3.838776827,0.02118802071,57.85018015,2.709439993
4.969948053,0.02168798447,68.71220684,2.769539833
4.948484898,0.02184104919,56.63307309,2.797880888
4.94654417,0.02175283432,56.84297395,2.804614067
