loading_data, 0.37966609
sending_initial,2.145767212e-06
builing_first_qt,0.1999909878
forces,allgatherv,writing,rebuilding
6.957440138,0.001252889633,5.288774014,0.1997959614
6.925154209,0.001125097275,5.277489901,0.2065160275
6.932733059,0.001130819321,5.271422148,0.2160749435
7.002871037,0.001132965088,5.273309946,0.2175610065
6.944571018,0.001137971878,5.269906998,0.2258419991
