loading_data, 0.3138689995
sending_initial,0.004122018814
builing_first_qt,0.2616789341
forces,allgatherv,writing,rebuilding
3.741448164,0.001535177231,5.329607964,0.2057909966
3.596345186,0.001317024231,5.40884614,0.2222399712
3.694833994,0.001337051392,5.281893969,0.2165088654
3.614064932,0.001305818558,5.245561838,0.2206699848
3.651444912,0.001331090927,5.26889801,0.2222490311
