loading_data, 0.3442890644
sending_initial,0.006875991821
builing_first_qt,0.2713639736
forces,allgatherv,writing,rebuilding
0.3152060509,0.003628015518,5.253975153,0.2053599358
0.2969491482,0.003543138504,5.259059191,0.2081120014
0.293612957,0.003098964691,5.342756987,0.2210249901
0.3059570789,0.002940177917,5.266073942,0.2200958729
0.304407835,0.0031208992,5.257379055,0.2202780247
